1,OTU_1
2,OTU_10
3,OTU_100
4,OTU_1000
5,OTU_10000
6,OTU_10001
7,OTU_10002
8,OTU_10003
9,OTU_10004
10,OTU_10005
11,OTU_10006
12,OTU_10007
13,OTU_10008
14,OTU_10009
15,OTU_1001
16,OTU_10010
17,OTU_10011
18,OTU_10012
19,OTU_10013
20,OTU_10014
21,OTU_10015
22,OTU_10016
23,OTU_10017
24,OTU_10018
25,OTU_10019
26,OTU_1002
27,OTU_10020
28,OTU_10021
29,OTU_10022
30,OTU_10023
31,OTU_10024
32,OTU_10025
33,OTU_10026
34,OTU_10027
35,OTU_10028
36,OTU_10029
37,OTU_1003
38,OTU_10030
39,OTU_10031
40,OTU_10032
41,OTU_10033
42,OTU_10034
43,OTU_10035
44,OTU_10036
45,OTU_10037
46,OTU_10038
47,OTU_10039
48,OTU_1004
49,OTU_10040
50,OTU_10041
51,OTU_10042
52,OTU_10043
53,OTU_10044
54,OTU_10045
55,OTU_10046
56,OTU_10047
57,OTU_10048
58,OTU_10049
59,OTU_1005
60,OTU_10050
61,OTU_10051
62,OTU_10052
63,OTU_10053
64,OTU_10054
65,OTU_10055
66,OTU_10056
67,OTU_10057
68,OTU_10058
69,OTU_10059
70,OTU_1006
71,OTU_10060
72,OTU_10061
73,OTU_10062
74,OTU_10063
75,OTU_10064
76,OTU_10065
77,OTU_10066
78,OTU_10067
79,OTU_10068
80,OTU_10069
81,OTU_1007
82,OTU_10070
83,OTU_10071
84,OTU_10072
85,OTU_10073
86,OTU_10074
87,OTU_10075
88,OTU_10076
89,OTU_10077
90,OTU_10078
91,OTU_10079
92,OTU_1008
93,OTU_10080
94,OTU_10081
95,OTU_10082
96,OTU_10083
97,OTU_10084
98,OTU_10085
99,OTU_10086
100,OTU_10087
101,OTU_10088
102,OTU_10089
103,OTU_1009
104,OTU_10090
105,OTU_10091
106,OTU_10092
107,OTU_10093
108,OTU_10094
109,OTU_10095
110,OTU_10096
111,OTU_10097
112,OTU_10098
113,OTU_10099
114,OTU_101
115,OTU_1010
116,OTU_10100
117,OTU_10101
118,OTU_10102
119,OTU_10103
120,OTU_10104
121,OTU_10105
122,OTU_10106
123,OTU_10107
124,OTU_10108
125,OTU_10109
126,OTU_1011
127,OTU_10110
128,OTU_10111
129,OTU_10112
130,OTU_10113
131,OTU_10114
132,OTU_10116
133,OTU_10117
134,OTU_10118
135,OTU_10119
136,OTU_1012
137,OTU_10120
138,OTU_10121
139,OTU_10122
140,OTU_10123
141,OTU_10124
142,OTU_10125
143,OTU_10126
144,OTU_10127
145,OTU_10128
146,OTU_10129
147,OTU_1013
148,OTU_10130
149,OTU_10131
150,OTU_10132
151,OTU_10133
152,OTU_10134
153,OTU_10136
154,OTU_10137
155,OTU_10138
156,OTU_10139
157,OTU_1014
158,OTU_10140
159,OTU_10141
160,OTU_10142
161,OTU_10143
162,OTU_10144
163,OTU_10145
164,OTU_10146
165,OTU_10147
166,OTU_10148
167,OTU_10149
168,OTU_1015
169,OTU_10150
170,OTU_10151
171,OTU_10152
172,OTU_10153
173,OTU_10154
174,OTU_10155
175,OTU_10156
176,OTU_10157
177,OTU_10158
178,OTU_10159
179,OTU_1016
180,OTU_10160
181,OTU_10161
182,OTU_10162
183,OTU_10163
184,OTU_10164
185,OTU_10165
186,OTU_10166
187,OTU_10167
188,OTU_10168
189,OTU_10169
190,OTU_1017
191,OTU_10170
192,OTU_10171
193,OTU_10172
194,OTU_10173
195,OTU_10174
196,OTU_10175
197,OTU_10176
198,OTU_10177
199,OTU_10178
200,OTU_10179
201,OTU_1018
202,OTU_10180
203,OTU_10181
204,OTU_10182
205,OTU_10183
206,OTU_10184
207,OTU_10185
208,OTU_10186
209,OTU_10187
210,OTU_10188
211,OTU_10189
212,OTU_1019
213,OTU_10190
214,OTU_10191
215,OTU_10192
216,OTU_10193
217,OTU_10194
218,OTU_10195
219,OTU_10196
220,OTU_10197
221,OTU_10198
222,OTU_10199
223,OTU_102
224,OTU_1020
225,OTU_10200
226,OTU_10201
227,OTU_10202
228,OTU_10203
229,OTU_10204
230,OTU_10205
231,OTU_10206
232,OTU_10207
233,OTU_10208
234,OTU_10209
235,OTU_1021
236,OTU_10210
237,OTU_10211
238,OTU_10212
239,OTU_10213
240,OTU_10214
241,OTU_10215
242,OTU_10216
243,OTU_10217
244,OTU_10218
245,OTU_10219
246,OTU_1022
247,OTU_10220
248,OTU_10221
249,OTU_10222
250,OTU_10223
251,OTU_10224
252,OTU_10225
253,OTU_10226
254,OTU_10227
255,OTU_10228
256,OTU_10229
257,OTU_1023
258,OTU_10230
259,OTU_10231
260,OTU_10232
261,OTU_10233
262,OTU_10234
263,OTU_10235
264,OTU_10236
265,OTU_10237
266,OTU_10238
267,OTU_10239
268,OTU_1024
269,OTU_10240
270,OTU_10241
271,OTU_10242
272,OTU_10243
273,OTU_10244
274,OTU_10245
275,OTU_10246
276,OTU_10247
277,OTU_10248
278,OTU_10249
279,OTU_1025
280,OTU_10250
281,OTU_10251
282,OTU_10252
283,OTU_10253
284,OTU_10254
285,OTU_10255
286,OTU_10256
287,OTU_10257
288,OTU_10258
289,OTU_10259
290,OTU_1026
291,OTU_10260
292,OTU_10261
293,OTU_10262
294,OTU_10263
295,OTU_10264
296,OTU_10265
297,OTU_10266
298,OTU_10267
299,OTU_10268
300,OTU_10269
301,OTU_1027
302,OTU_10270
303,OTU_10271
304,OTU_10272
305,OTU_10273
306,OTU_10274
307,OTU_10275
308,OTU_10276
309,OTU_10277
310,OTU_10278
311,OTU_10279
312,OTU_1028
